packet_id,item_id,sku_id,core_item_id,Qty,item_status,order_status,is_shipped,is_realised,is_delivered,fr_is_refunded,order_delivered_date,return_status,payment_method,article_type,master_category,brand,gender,tax,tax_rate,igst_rate,cgst_rate,sgst_rate,location_type,order_created_date,order_packed_date,order_shipped_date,fr_refunded_date,fr_restocked_date,return_status_display_name,last_modified_on,Delivery_State,Seller_state_Code,warehouse_id,warehouse_name,exchange_ID,refund_mode,warehouse_pincode,customer_pincode,foci_warehouse_id,state,dm_warehouse_pincode,warehouse_city,lmc_warehouse_id,row_num,MRP,shipment_value,item_revenue_inc_cashback,shipping_charges,gift_charges,GiftCard,phonepe,loyalty_pts_used,cashback,Instant_Cashback,myntra_credits,Mynts,fr_refund_amount,TCS,seller_name,Net_Amount,certificateNumber,Seller_GSTIN,Shipping_case,Tax_Seller_GSTIN,base_amount,tds_rate,tcs_amount,tds_amount,cgst_tcs_amount,sgst_tcs_amount,igst_tcs_amount
7940532739,9940511615,67993326,,1,C,C,1,1,1,1,20240605,DLS,on,Saree Blouse,Apparel,Molcha,Women,0.235761,5,5,0,0,,20240531,20240601,20240602,20240606,19700101,Delivered to Seller,02:15.0,KARNATAKA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,560036,5212,DELHI,110070,NEW DELHI,5212,1,1665,915,823,0,0,0,0,0,0,0,0,0,823,7.838095238,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,871.42,0.01,8.71,8.71,0,0,8.71
7947198174,9947177063,49061721,,1,C,C,1,1,1,1,20240606,DLS,cod,Ethnic Dresses,Apparel,Molcha,Women,2.663728,12,12,0,0,,20240602,20240603,20240605,20240607,19700101,Delivered to Seller,48:13.0,UTTAR PRADESH,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,NEFT,110070,226012,5212,DELHI,110070,NEW DELHI,5212,1,3000,1650,1504,0,0,0,0,0,0,0,0,0,1504,13.42857143,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,1473.21,0.01,14.73,14.73,0,0,14.73
7929737813,9929716680,80052214,,1,C,C,1,1,1,1,20240601,DLS,cod,Co-Ords,Apparel,Molcha,Women,2.645448,12,12,0,0,,20240527,20240528,20240529,20240602,19700101,Delivered to Seller,56:55.0,MAHARASHTRA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,NEFT,110070,400091,5212,DELHI,110070,NEW DELHI,5212,1,2499,1749,1575,0,0,0,0,0,0,0,0,0,1575,14.0625,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,1561.6,0.01,15.61,15.61,0,0,15.61
7946504161,9946483048,94705980,,1,C,C,1,1,1,1,20240608,RL,on,Tops,Apparel,Molcha,Women,0.484103,5,5,0,0,,20240602,20240603,20240605,20240622,19700101,,24:59.0,MAHARASHTRA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,400051,5212,DELHI,110070,NEW DELHI,5212,1,1665,999,999,0,0,0,0,0,0,0,0,0,999,9.514285714,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,951.42,0.01,9.51,9.51,0,0,9.51
7950577732,9950556624,86874892,,1,C,C,1,1,1,1,20240606,DLS,on,Saree Blouse,Apparel,Molcha,Women,0.723512,5,5,0,0,,20240604,20240605,20240605,20240611,19700101,Delivered to Seller,14:58.0,UTTAR PRADESH,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,201310,5212,DELHI,110070,NEW DELHI,5212,1,2099,965,870,0,0,0,0,0,0,86.92,0,0,870,8.285714286,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,919.04,0.01,9.19,9.19,0,0,9.19
7969376397,9969355312,76318442,,1,C,C,1,1,1,1,20240617,DLS,cod,Salwar,Apparel,Molcha,Women,2.853259,5,5,0,0,,20240613,20240614,20240615,20240620,19700101,Delivered to Seller,33:21.0,GUJARAT,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,MYNTCREDIT,110070,390007,5212,DELHI,110070,NEW DELHI,5212,1,2099,965,965,0,0,0,0,0,0,0,0,0,965,9.19047619,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,919.04,0.01,9.19,9.19,0,0,9.19
7937820646,9937799519,56195280,,1,C,C,1,1,1,1,20240604,DLS,on,Salwar,Apparel,Molcha,Women,0,5,5,0,0,,20240531,20240531,20240601,20240618,19700101,Delivered to Seller,47:18.0,WEST BENGAL,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,734001,5212,DELHI,110070,NEW DELHI,5212,1,2099,965,965,0,0,0,0,0,0,0,0,0,965,9.19047619,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,919.04,0.01,9.19,9.19,0,0,9.19
7979444561,9979423496,67907206,,1,C,C,1,1,1,1,20240625,RL,on,Dresses,Apparel,Molcha,Women,0.356554,5,0,2.5,2.5,,20240623,20240624,20240625,20240625,19700101,,11:32.0,DELHI,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,110005,5212,DELHI,110070,NEW DELHI,5212,1,1665,915,915,0,0,0,0,0,0,0,0,0,915,8.714285714,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Local,07AAMPM7556K1Z1,871.42,0.01,8.71,8.71,4.355,4.355,0
9551547268,9944427758,66487512,,1,C,C,1,1,1,1,20240605,RRC,cod,Palazzos,Apparel,Molcha,Women,0.809953,5,0,2.5,2.5,,20240602,20240603,20240604,20240609,19700101,Return Received,50:13.0,DELHI,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,NEFT,110070,110029,5212,DELHI,110070,NEW DELHI,5212,1,1665,915,844,0,0,0,0,0,0,0,0,0,844,8.038095238,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Local,07AAMPM7556K1Z1,871.42,0.01,8.71,8.71,4.355,4.355,0
7930826805,9930805672,94164958,,1,C,C,1,1,1,1,20240530,DLS,on,Saree Blouse,Apparel,Molcha,Women,0.911505,5,5,0,0,,20240528,20240529,20240530,20240605,19700101,Delivered to Seller,57:02.0,UTTAR PRADESH,DELHI,5212,STEP BY STEP CREATIONS  PPMP,7950505979,OR,110070,201301,5212,DELHI,110070,NEW DELHI,5212,1,2099,965,965,0,0,0,0,0,0,0,0,0,965,9.19047619,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,919.04,0.01,9.19,9.19,0,0,9.19
7968199839,9968178754,46954371,,1,C,C,1,1,1,1,20240618,RL,cod,Saree Blouse,Apparel,Molcha,Women,0.932863,5,5,0,0,,20240612,20240613,20240614,20240623,19700101,,56:02.0,ASSAM,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,NEFT,110070,786171,5212,DELHI,110070,NEW DELHI,5212,1,2499,874,874,0,0,0,0,0,0,0,0,0,874,8.323809524,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,832.38,0.01,8.32,8.32,0,0,8.32
9550189169,9941998703,86874902,,1,C,C,1,1,1,1,20240605,DLS,on,Saree Blouse,Apparel,Molcha,Women,0.339749,5,5,0,0,,20240601,20240601,20240604,20240616,19700101,Delivered to Seller,09:47.0,HARYANA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,122004,5212,DELHI,110070,NEW DELHI,5212,1,2099,965,853,0,0,0,0,0,0,85.22,0,0,853,8.123809524,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,919.04,0.01,9.19,9.19,0,0,9.19
7972954975,9972933895,86874948,,1,C,C,1,1,1,1,20240622,RL,on,Saree Blouse,Apparel,Molcha,Women,0.640254,5,5,0,0,,20240617,20240618,20240619,20240629,19700101,,16:03.0,TELANGANA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,500089,5212,DELHI,110070,NEW DELHI,5212,1,2099,965,965,0,0,0,0,0,0,146.31,0,0,965,9.19047619,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,919.04,0.01,9.19,9.19,0,0,9.19
7976773066,9976752003,66984936,,1,C,C,1,1,1,1,20240625,RL,cod,Saree Blouse,Apparel,Molcha,Women,4.58,12,12,0,0,,20240621,20240621,20240622,20240626,19700101,,42:25.0,TELANGANA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,7981594337,OR,110070,500087,5212,DELHI,110070,NEW DELHI,5212,1,2999,1499,1499,0,0,0,0,0,0,0,0,0,1499,13.38392857,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,1338.39,0.01,13.38,13.38,0,0,13.38
7935411081,9935389953,66972990,,1,C,C,1,1,1,1,20240601,DLS,on,Saree Blouse,Apparel,Molcha,Women,0,5,5,0,0,,20240530,20240531,20240601,20240603,19700101,Delivered to Seller,24:47.0,HARYANA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,122004,5212,DELHI,110070,NEW DELHI,5212,1,1660,913,913,0,0,0,0,0,0,0,0,0,913,8.695238095,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,869.52,0.01,8.69,8.69,0,0,8.69
7974472958,9974451887,93368186,,1,C,C,1,1,1,1,20240620,RL,on,Co-Ords,Apparel,Molcha,Women,3.05,12,0,6,6,,20240618,20240619,20240620,20240621,19700101,,34:39.0,DELHI,DELHI,5212,STEP BY STEP CREATIONS  PPMP,7976232177,OR,110070,110017,5212,DELHI,110070,NEW DELHI,5212,1,2499,1749,1749,0,0,0,0,0,0,0,0,0,1749,15.61607143,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Local,07AAMPM7556K1Z1,1561.6,0.01,15.61,15.61,7.805,7.805,0
7940910362,9940889238,49912823,,1,C,C,1,1,1,1,20240605,DLS,on,Salwar,Apparel,Molcha,Women,0.477054,5,5,0,0,,20240601,20240601,20240602,20240611,19700101,Delivered to Seller,09:47.0,MAHARASHTRA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,7964498132,OR,110070,400016,5212,DELHI,110070,NEW DELHI,5212,1,1665,999,889,0,0,0,0,0,0,0,0,0,889,8.466666667,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,951.42,0.01,9.51,9.51,0,0,9.51
7976210957,9976189894,93368190,,1,C,C,1,1,1,1,20240622,DLS,on,Co-Ords,Apparel,Molcha,Women,3.05,12,0,6,6,,20240620,20240621,20240622,20240623,19700101,Delivered to Seller,58:47.0,DELHI,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,110021,5212,DELHI,110070,NEW DELHI,5212,1,2499,1749,1749,0,0,0,0,0,0,0,0,0,1749,15.61607143,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Local,07AAMPM7556K1Z1,1561.6,0.01,15.61,15.61,7.805,7.805,0
7981469116,9981448058,67907230,,1,C,C,1,1,1,1,20240627,RL,cod,Dresses,Apparel,Molcha,Women,1.837219,5,5,0,0,,20240625,20240626,20240627,20240627,19700101,,08:06.0,UTTAR PRADESH,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,MYNTCREDIT,110070,201301,5212,DELHI,110070,NEW DELHI,5212,1,1665,915,854,0,0,0,0,0,0,0,723.08,0,854,8.133333333,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,871.42,0.01,8.71,8.71,0,0,8.71
7938292092,9938270967,66970870,,1,C,C,1,1,1,1,20240605,DLS,on,Dresses,Apparel,Molcha,Women,3.05,12,12,0,0,,20240531,20240531,20240604,20240606,19700101,Delivered to Seller,07:34.0,HARYANA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,131028,5212,DELHI,110070,NEW DELHI,5212,1,3000,1650,1650,0,0,0,0,0,0,0,0,0,1650,14.73214286,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,1473.21,0.01,14.73,14.73,0,0,14.73
7972781359,9972760279,49906368,,1,C,C,1,1,1,1,20240621,RL,on,Saree Blouse,Apparel,Molcha,Women,1.324456,5,5,0,0,,20240617,20240617,20240618,20240624,19700101,,37:03.0,KARNATAKA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,7980280875,OR,110070,560061,5212,DELHI,110070,NEW DELHI,5212,1,1665,915,915,0,0,0,0,0,0,0,316.86,0,915,8.714285714,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,871.42,0.01,8.71,8.71,0,0,8.71
7958766867,9958745770,66970826,,1,C,C,1,1,1,1,20240611,DLS,on,Dresses,Apparel,Molcha,Women,2.103008,12,0,6,6,,20240608,20240608,20240611,20240612,19700101,Delivered to Seller,42:14.0,DELHI,DELHI,5212,STEP BY STEP CREATIONS  PPMP,7967235065,OR,110070,110017,5212,DELHI,110070,NEW DELHI,5212,1,3000,1650,1443,0,0,0,0,0,0,0,0,0,1443,12.88392857,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Local,07AAMPM7556K1Z1,1473.21,0.01,14.73,14.73,7.365,7.365,0
7920896406,9920875256,78538424,,1,C,C,1,1,1,1,20240527,DLS,on,Salwar,Apparel,Molcha,Women,1.976752,12,12,0,0,,20240523,20240523,20240524,20240601,19700101,Delivered to Seller,24:47.0,GUJARAT,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,390023,5212,DELHI,110070,NEW DELHI,5212,1,4000,1840,1840,0,0,0,0,0,0,0,0,0,1840,16.42857143,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,1642.85,0.01,16.42,16.42,0,0,16.42
7925406365,9925385225,93349932,,1,C,C,1,1,1,1,20240531,DLS,on,Co-Ords,Apparel,Molcha,Women,0.484201,12,12,0,0,,20240525,20240525,20240528,20240601,19700101,Delivered to Seller,24:46.0,JHARKHAND,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,834001,5212,DELHI,110070,NEW DELHI,5212,1,2499,1749,1749,0,0,0,0,0,0,158.46,0,0,1749,15.61607143,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,1561.6,0.01,15.61,15.61,0,0,15.61
7929379151,9929358016,94164916,,1,C,C,1,1,1,1,20240601,DLS,on,Saree Blouse,Apparel,Molcha,Women,1.490253,5,5,0,0,,20240527,20240528,20240529,20240605,19700101,Delivered to Seller,07:34.0,WEST BENGAL,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,721401,5212,DELHI,110070,NEW DELHI,5212,1,2099,965,965,0,0,0,0,0,0,0,0,0,965,9.19047619,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,919.04,0.01,9.19,9.19,0,0,9.19
7947468936,9947447825,74128900,,1,C,C,1,1,1,1,20240607,DLS,cod,Saree Blouse,Apparel,Molcha,Women,0.86003,5,5,0,0,,20240603,20240603,20240604,20240611,19700101,Delivered to Seller,51:07.0,TELANGANA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,MYNTCREDIT,110070,507115,5212,DELHI,110070,NEW DELHI,5212,1,2099,965,889,0,0,0,0,0,0,0,141.63,0,889,8.466666667,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,919.04,0.01,9.19,9.19,0,0,9.19
7939756406,9939735281,80052230,,1,C,C,1,1,1,1,20240605,DLS,on,Co-Ords,Apparel,Molcha,Women,1.840734,12,12,0,0,,20240531,20240601,20240602,20240607,19700101,Delivered to Seller,23:46.0,MAHARASHTRA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,400069,5212,DELHI,110070,NEW DELHI,5212,1,2499,1749,1749,0,0,0,0,0,0,0,0,0,1749,15.61607143,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,1561.6,0.01,15.61,15.61,0,0,15.61
9562118062,9981227478,76318434,,1,C,C,1,1,1,1,20240626,RL,cod,Salwar,Apparel,Molcha,Women,2.29,5,0,2.5,2.5,,20240625,20240625,20240626,20240628,19700101,,46:31.0,DELHI,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,MYNTCREDIT,110070,110008,5212,DELHI,110070,NEW DELHI,5212,1,2099,965,965,0,0,0,0,0,0,0,412.91,0,965,9.19047619,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Local,07AAMPM7556K1Z1,919.04,0.01,9.19,9.19,4.595,4.595,0
9549838079,9939430566,64481712,,1,C,C,1,1,1,1,20240603,DLS,on,Saree Blouse,Apparel,Molcha,Women,0.979085,12,12,0,0,,20240531,20240601,20240602,20240604,19700101,Delivered to Seller,48:15.0,UTTAR PRADESH,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,OR,110070,221008,5212,DELHI,110070,NEW DELHI,5212,1,3000,1650,1650,0,0,0,0,0,0,0,0,0,1650,14.73214286,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,1473.21,0.01,14.73,14.73,0,0,14.73
7976673671,9976652608,86874948,,1,C,C,1,1,1,1,20240625,LPI,on,Saree Blouse,Apparel,Molcha,Women,0.605108,5,5,0,0,,20240621,20240621,20240622,20240628,19700101,,18:30.0,MAHARASHTRA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,7984429170,OR,110070,400016,5212,DELHI,110070,NEW DELHI,5212,1,2099,965,965,0,0,0,0,0,0,0,516.94,0,965,9.19047619,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,919.04,0.01,9.19,9.19,0,0,9.19
7931323867,9931302737,49224940,,1,C,C,1,1,1,1,20240602,DLS,cod,Dresses,Apparel,Molcha,Women,0.899856,12,12,0,0,,20240529,20240529,20240530,20240614,19700101,Delivered to Seller,15:27.0,MAHARASHTRA,DELHI,5212,STEP BY STEP CREATIONS  PPMP,,NEFT,110070,411001,5212,DELHI,110070,NEW DELHI,5212,1,3000,1650,1650,0,0,0,0,0,0,0,0,0,1650,14.73214286,STEP BY STEP CREATIONS,,,07AAMPM7556K1Z1,Interstate,07AAMPM7556K1Z1,1473.21,0.01,14.73,14.73,0,0,14.73
